etid,name,hv,cat,desc,datasheet
,74LS654,0,74 LS Series Logic ,OCTAL BUS TRANSCEIVER/REGISTER WITH NONINVERTING THREE-STATE AND OPEN COLLECTOR OUTPUTS,
,74LS658,0,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, INVERTING",
,74LS659,0,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, NONINVERTING",
,74LS664,0,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, INVERTING",
,74LS665,0,74 LS Series Logic ,"OCTAL BUS TRANSCEIVER WITH PARITY, NONINVERTING",
,74LS668,0,74 LS Series Logic ,SYNCHRONOUS 4-BIT DECADE UP/DOWN COUNTER,
,74LS669,0,74 LS Series Logic ,SYNCHRONOUS 4-BIT BINARY UP/DOWN COUNTER,
,74LS670,0,74 LS Series Logic ,4 BY 4 REGISTER FILE WITH THREE-STATE OUTPUTS,
,74LS671,0,74 LS Series Logic ,4-BIT BIDIRECTIONAL SHIFT REGISTER/LATCH/MULTIPLEXER WITH THREE-STATE OUTPUTS,
,74LS672,0,74 LS Series Logic ,4-BIT BIDIRECTIONAL SHIFT REGISTER/LATCH/MULTIPLEXER WITH THREE-STATE OUTPUTS,
,74LS673,0,74 LS Series Logic ,"16-BIT SERIAL-IN SERIAL-OUT SHIFT REGISTER WITH OUTPUT STORAGE REGISTERS, THREE-STATE OUTPUTS",
,74LS674,0,74 LS Series Logic ,16-BIT PARALLEL-IN SERIAL-OUT SHIFT REGISTER WITH THREE-STATE OUTPUTS,
,74LS677,0,74 LS Series Logic ,16-BIT ADDRESSÊCOMPARATORÊWITH ENABLE,
,74LS678,0,74 LS Series Logic ,16-BIT ADDRESS COMPARATOR WITH LATCH,
,74LS679,0,74 LS Series Logic ,12-BIT ADDRESS COMPARATOR WITH LATCH,
,74LS680,0,74 LS Series Logic ,12-BIT ADDRESS COMPARATOR WITH ENABLE,
,74LS681,0,74 LS Series Logic ,4-BIT PARALLEL BINARY ACCUMULATOR,
,74LS682,0,74 LS Series Logic ,8-BITÊMAGNITUDE COMPARATOR,
,74LS683,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
,74LS684,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR,
,74LS685,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
,74LS686,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH ENABLE,
,74LS687,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH ENABLE,
,74LS688,0,74 LS Series Logic ,8-BIT EQUALITY COMPARATOR,
,74LS689,0,74 LS Series Logic ,8-BIT MAGNITUDE COMPARATOR WITH OPEN COLLECTOR OUTPUTS,
,74LS690,0,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS691,0,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS692,0,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS693,0,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS694,0,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS AND ASYNCHRONOUS RESETS, THREE-STATE OUTPUTS",
,74LS695,0,74 LS Series Logic ,"4-BIT BINARY COUNTER/LATCH/MULTIPLEXER WITH SYNCHRONOUS AND ASYNCHRONOUS RESETS, THREE-STATE OUTPUTS",
,74LS696,0,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/REGISTER/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS697,0,74 LS Series Logic ,"4-BIT BINARY COUNTER/REGISTER/MULTIPLEXER WITH ASYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS698,0,74 LS Series Logic ,"4-BIT DECIMAL COUNTER/REGISTER/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS699,0,74 LS Series Logic ,"4-BIT BINARY COUNTER/REGISTER/MULTIPLEXER WITH SYNCHRONOUS RESET, THREE-STATE OUTPUTS",
,74LS716,0,74 LS Series Logic ,PROGRAMMABLE DECADE COUNTER,
,74LS718,0,74 LS Series Logic ,PROGRAMMABLE BINARY COUNTER,
,74LS724,0,74 LS Series Logic ,VOLTAGE-CONTROLLED MULTIVIBRATOR,
,74LS740,0,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, INVERTING, THREE-STATE OUTPUTS",
,74LS741,0,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, NONINVERTING, THREE-STATE OUTPUTS, MIXED ENABLE POLARITY",
,74LS744,0,74 LS Series Logic ,"OCTAL BUFFER/LINE DRIVER, NONINVERTING, THREE-STATE OUTPUTS",
,74LS748,0,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER,
,74LS779,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL BINARY COUNTER (THREE-STATE),
,74LS783,0,74 LS Series Logic ,SYNCHRONOUS ADDRESS MULTIPLEXER,
,74LS790,0,74 LS Series Logic ,ERROR DETECTION AND CORRECTION (EDAC),
,74LS794,0,74 LS Series Logic ,8-BIT REGISTER WITH READBACK,
,74LS795,0,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS796,0,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS797,0,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS798,0,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS804,0,74 LS Series Logic ,HEX 2-INPUT NAND DRIVERS,
,74LS805,0,74 LS Series Logic ,HEX 2-INPUT NOR DRIVERS,
,74LS808,0,74 LS Series Logic ,HEX 2-INPUT AND DRIVERS,
,74LS822,0,74 LS Series Logic ,10-BIT BUS INTERFACE FLIP-FLOP WITH THREE-STATE OUTPUTS,
,74LS832,0,74 LS Series Logic ,HEX 2-INPUT OR DRIVERS,
,74LS848,0,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER WITH THREE-STATE OUTPUTS,
,74LS857,0,74 LS Series Logic ,HEX 2-LINE TO 1-LINE MULTIPLEXER WITH THREE-STATE OUTPUTS,
,74LS873,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH,
,74LS874,0,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP,
,74LS876,0,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP WITH INVERTING OUTPUTS,
,74LS878,0,74 LS Series Logic ,"DUAL 4-BIT D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, NONINVERTING THREE-STATE OUTPUTS",
,74LS879,0,74 LS Series Logic ,"DUAL 4-BIT D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, INVERTING THREE-STATE OUTPUTS",
,74LS880,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING OUTPUTS,
,74LS881,0,74 LS Series Logic ,ARITHMETIC LOGIC UNIT,
,74LS882,0,74 LS Series Logic ,32-BIT LOOKAHEAD CARRY GENERATOR,
,74LS888,0,74 LS Series Logic ,8-BIT SLICE PROCESSOR,
,74LS901,0,74 LS Series Logic ,HEX INVERTING TTL BUFFER,
,74LS902,0,74 LS Series Logic ,HEX NON-INVERTING TTL BUFFER,
,74LS903,0,74 LS Series Logic ,HEX INVERTING CMOS BUFFER,
,74LS904,0,74 LS Series Logic ,HEX NON-INVERTING CMOS BUFFER,
,74LS905,0,74 LS Series Logic ,12-BIT SUCCESSIVE APPROXIMATION REGISTER,
,74LS906,0,74 LS Series Logic ,HEX OPEN DRAIN N-CHANNEL BUFFERS,
,74LS907,0,74 LS Series Logic ,HEX OPEN DRAIN P-CHANNEL BUFFERS,
,74LS908,0,74 LS Series Logic ,DUAL CMOS 30ÊV RELAY DRIVER,
,74LS909,0,74 LS Series Logic ,QUAD VOLTAGE COMPARATOR,
,74LS910,0,74 LS Series Logic ,256X1 CMOS STATIC RAM,
,74LS911,0,74 LS Series Logic ,4-DIGIT EXPANDABLE DISPLAY CONTROLLER,
,74LS912,0,74 LS Series Logic ,6-DIGIT BCD DISPLAY CONTROLLER AND DRIVER,
,74LS914,0,74 LS Series Logic ,HEX SCHMITT TRIGGER WITH EXTENDED INPUT VOLTAGE,
,74LS915,0,74 LS Series Logic ,7-SEGMENT TO BCD DECODER,
,74LS917,0,74 LS Series Logic ,6-DIGIT HEX DISPLAY CONTROLLER AND DRIVER,
,74LS918,0,74 LS Series Logic ,DUAL CMOS 30ÊV RELAY DRIVER,
,74LS920,0,74 LS Series Logic ,256X4 CMOS STATIC RAM,
,74LS921,0,74 LS Series Logic ,256X4 CMOS STATIC RAM,
,74LS922,0,74 LS Series Logic ,16-KEY ENCODER,
,74LS923,0,74 LS Series Logic ,20-KEY ENCODER,
,74LS925,0,74 LS Series Logic ,4-DIGIT COUNTER/DISPLAY DRIVER,
,74LS926,0,74 LS Series Logic ,4-DIGIT DECADE COUNTER/DISPLAY DRIVER WITH CARRY OUT AND LATCH (UP TO 9999),
,74LS927,0,74 LS Series Logic ,"4-DIGIT TIMER COUNTER/DISPLAY DRIVER (UP TO 9599, INTENDED AS TIME ELAPSED)",
,74LS928,0,74 LS Series Logic ,4-DIGIT COUNTER/DISPLAY DRIVER (UP TO 1999),
,74LS929,0,74 LS Series Logic ,1024X1 CMOS STATIC RAM,
,74LS930,0,74 LS Series Logic ,1024X1 CMOS STATIC RAM,
,74LS932,0,74 LS Series Logic ,PHASE COMPARATOR,
,74LS933,0,74 LS Series Logic ,ADDRESS BUS COMPARATOR,
,74LS934,0,74 LS Series Logic ,#NAME?,
,74LS935,0,74 LS Series Logic ,3.5-DIGIT DIGITALÊVOLTMETERÊ(DVM) SUPPORT CHIP FOR MULTIPLEXED 7-SEGMENT DISPLAYS,
,74LS936,0,74 LS Series Logic ,3.75-DIGIT DIGITAL VOLTMETER (DVM) SUPPORT CHIP FOR MULTIPLEXED 7-SEGMENT DISPLAYS,
,74LS937,0,74 LS Series Logic ,#NAME?,
,74LS938,0,74 LS Series Logic ,#NAME?,
,74LS941,0,74 LS Series Logic ,OCTAL BUS/LINE DRIVERS/LINE RECEIVERS,
,74LS945,0,74 LS Series Logic ,4-DIGIT UP/DOWN COUNTER WITH DECODER AND DRIVER,
,74LS947,0,74 LS Series Logic ,4-DIGIT UP/DOWN COUNTER WITH DECODER AND DRIVER,
,74LS948,0,74 LS Series Logic ,#NAME?,
,74LS949,0,74 LS Series Logic ,#NAME?,
,74LS1005,0,74 LS Series Logic ,HEX INVERTING BUFFER WITH OPEN-COLLECTOR OUTPUT,
,74LS1035,0,74 LS Series Logic ,HEX NONINVERTING BUFFERS WITH OPEN-COLLECTOR OUTPUTS,
,74LS2960,0,74 LS Series Logic ,ERROR DETECTION AND CORRECTIONÊ(EDAC),
,74LS2961,0,74 LS Series Logic ,"EDAC BUS BUFFER, INVERTING",
,74LS2962,0,74 LS Series Logic ,"EDAC BUS BUFFER, NONINVERTING",
,74LS2968,0,74 LS Series Logic ,DYNAMIC MEMORY CONTROLLER,
,74LS2969,0,74 LS Series Logic ,MEMORY TIMING CONTROLLER FOR USE WITHÊEDAC,
,74LS2970,0,74 LS Series Logic ,MEMORY TIMING CONTROLLER FOR USE WITHOUT EDAC,
,74LS1G3208,0,74 LS Series Logic ,SINGLE 3-INPUT OR-AND GATE;,
,74LS4002,0,74 LS Series Logic ,DUAL 4-INPUT NOR GATE,
,74LS4015,0,74 LS Series Logic ,DUAL 4-BIT SHIFT REGISTERS,
,74LS4016,0,74 LS Series Logic ,QUAD BILATERAL SWITCH,
,74LS4017,0,74 LS Series Logic ,5-STAGE Ö10 JOHNSON COUNTER,
,74LS4020,0,74 LS Series Logic ,14-STAGE BINARY COUNTER,
,74LS4024,0,74 LS Series Logic ,7-STAGE RIPPLE CARRY BINARY COUNTER,
,74LS4028,0,74 LS Series Logic ,BCD TO DECIMAL DECODER,
,74LS4040,0,74 LS Series Logic ,12-STAGE BINARY RIPPLE COUNTER,
,74LS4046,0,74 LS Series Logic ,PHASE-LOCKED LOOP AND VOLTAGE-CONTROLLED OSCILLATOR,
,74LS4049,0,74 LS Series Logic ,HEX INVERTING BUFFER,
,74LS4050,0,74 LS Series Logic ,HEX BUFFER/CONVERTER (NON-INVERTING),
,74LS4051,0,74 LS Series Logic ,HIGH-SPEED CMOS 8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,74LS4052,0,74 LS Series Logic ,DUAL 4-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXERS,
,74LS4053,0,74 LS Series Logic ,TRIPLE 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXERS,
,74LS4059,0,74 LS Series Logic ,PROGRAMMABLE DIVIDE-BY-N COUNTER,
,74LS4060,0,74 LS Series Logic ,14-STAGE BINARY RIPPLE COUNTER WITH OSCILLATOR,
,74LS4066,0,74 LS Series Logic ,QUAD BILATERAL SWITCHES,
,74LS4067,0,74 LS Series Logic ,16-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER,
,74LS4075,0,74 LS Series Logic ,TRIPLE 3-INPUT OR GATE,
,74LS4078,0,74 LS Series Logic ,8-INPUT OR/NOR GATE,
,74LS4094,0,74 LS Series Logic ,8-BIT THREE-STATE SHIFT REGISTER/LATCH,
,74LS4316,0,74 LS Series Logic ,QUAD ANALOG SWITCH,
,74LS4351,0,74 LS Series Logic ,8-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER WITH LATCH,
,74LS4353,0,74 LS Series Logic ,TRIPLE 2-CHANNEL ANALOG MULTIPLEXER/DEMULTIPLEXER WITH LATCH,
,74LS4511,0,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER,
,74LS4514,0,74 LS Series Logic ,4-TO-16 LINE DECODER/DEMULTIPLEXER WITH INPUT LATCHES,
,74LS4520,0,74 LS Series Logic ,DUAL 4-BIT SYNCHRONOUS BINARY COUNTER,
,74LS4538,0,74 LS Series Logic ,DUAL RETRIGGERABLE PRECISION MONOSTABLE MULTIVIBRATOR,
,74LS7007,0,74 LS Series Logic ,HEX BUFFER,
,74LS7266,0,74 LS Series Logic ,QUAD 2-INPUT XNOR GATE,
,74LS29841,0,74 LS Series Logic ,10-BIT BUS-INTERFACE D-TYPE LATCH WITH THREE-STATE OUTPUTS,
,74LS40103,0,74 LS Series Logic ,PRESETTABLE 8-BIT SYNCHRONOUS DOWN COUNTER,
,74LS40105,0,74 LS Series Logic ,4-BIT BY 16-WORD FIFO REGISTER,
,74HCT573,0,74 LS Series Logic ,Octal D-type transparent latch; 3-state,
,74HCT574,0,74 LS Series Logic ,Octal D-type flip-flop; positive edge-trigger; 3-state,
,2114,1,SRAM,SRAM static sensitive,
,74HCT4015,0,74 LS Series Logic ,DUAL 4-BIT SHIFT REGISTERS,
,DIN,0,Connector,DIN Connectors,
,Mini D,0,Connector,Mini - D Connectors,
,9 DIN,0,Connector,9 Pin DIN Connection Hood,
,DC 2.15x2.5,0,Power Jack,DC Power Jack 2.15mm 2.5mm,
,D Conn 9 S F,0,Connector,D - Conn 9 Pin Solder female,
,D Conn 9 S M,0,Connector,D - Conn 9 Pin Solder male,
,D Conn 9 IDC F,0,Connector,D - Conn 9 Pin IDC female,
,D Conn 9 IDC M,0,Connector,D - Conn 9 Pin IDC male,
,D Conn 15 S F,0,Connector,D - Conn 15 Pin Solder female,
,D Conn 15 S M,0,Connector,D - Conn 15 Pin Solder male,
,D Conn 15 IDC F,0,Connector,D - Conn 15 Pin IDC female,
,D Conn 15 IDC M,0,Connector,D - Conn 15 Pin IDC male,
,D Conn 25 S F,0,Connector,D - Conn 25 Pin Solder female,
,D Conn 25 S M,0,Connector,D - Conn 25 Pin Solder male,
,D Conn 25 IDC F,0,Connector,D - Conn 25 Pin IDC female,
,D Conn 25 IDC M,0,Connector,D - Conn 25 Pin IDC male,
,Molex P M 1,0,Connector,Molex male pins,
,Molex P F 1,0,Connector,Molex female pins,
,Molex C M 2,0,Connector,2 pin molex Conn Male,
,Molex C F 2,0,Connector,2 pin molex Conn Female,
,Molex C M 6,0,Connector,6 pin molex Conn Male,
,Molex C F 6,0,Connector,6 pin molex Conn Female,
,Molex C M 12,0,Connector,12 pin molex Conn Male,
,Molex C F 12,0,Connector,12 pin molex Conn Female,
,Molex P M 2,0,Connector,2p molex male,
,Molex P F 2,0,Connector,2p molex female,
,Molex P M 4,0,Connector,4p molex female,
,Molex P F 4,0,Connector,4p molex male,
,LM337,0,LM Series Integrated Chips,Neg. Adj. Regulator 1.5 A,
,LM338,0,LM Series Integrated Chips,Pos. Adj. Regulator 5 A,
,LM317,0,LM Series Integrated Chips,Pos. Adj. Regulator 3 A,
,78L05,0,LM Series Integrated Chips,Pos. 5V Regulator 100ma,
,7805,0,LM Series Integrated Chips,Pos. 5V Regulator 1.5 A,
,7905,0,LM Series Integrated Chips,Neg. 5V Regulator 1.5 A,
,79L12,0,LM Series Integrated Chips,Neg. 12V Regulator 100ma,
,7912,0,LM Series Integrated Chips,Neg. 12V Regulator 1.5 A,
,7812,0,LM Series Integrated Chips,Pos. 12V Regulator 1.5 A,
,78L15,0,LM Series Integrated Chips,Pos. 15V Regulator 100ma,
,7815,0,LM Series Integrated Chips,Pos. 15V Regulator 1.5 A,
,79L15,0,LM Series Integrated Chips,Neg. 15V Regulator 100ma,
,,0,LM Series Integrated Chips,Neg. 15V Regulator 1.5 A,
,7824,0,LM Series Integrated Chips,Pos. 24V Regulator 1.5 A,
,LM336Z,0,LM Series Integrated Chips,Neg. 2.5 Shunt Reg.,
,,,,Red LED T1,
,,,,Green LED,
,,,,Yellow LED,
,,,,Superbright Red LED,
,,,,Bicolor LED yellow/green,
,,,,Bicolor LED red/green,
,,,,LED mounts,
,,,,BCD to 7 Seg Driver,
,,,,BCD to 7 Seg Decoder,
,,,,CC 7 Seg display,
,,,,CA 7 Seg display,
,,,,Misc LED displays,
,,,,Solid State analog switch,
,,,,"Normally open, quad single-polesingle-throw (SPST) analog switches",
,,,,4 Mhz Ceramic Resonator,
,,,,40 Mhz Crystal Oscillator,
,,,,20 Mhz Crystal Oscillator,
,,,,10 Mhz Crystal Oscillator,
,,,,4 Mhz Crystal Oscillator,
,,,,Misc Crystal Oscillators,
,3AG .5 A,0,Fuses,,
,3AG 2 A Leads,0,Fuses,,
,3AG 5 A Leads,0,Fuses,,
,3AG 0.3 A,0,Fuses,,
,3AG 2 A,0,Fuses,,
,3AG 5 A,0,Fuses,,
,3AG .25 A,0,Fuses,,
,3AG 1.5 A,0,Fuses,,
,AGC 2A,0,Fuses,,
,AGC 4A,0,Fuses,,
,3AG 3/16 A,0,Fuses,,
,3AG 1 A,0,Fuses,,
,3AG 3 A,0,Fuses,,
,3AG 1/32 A,0,Fuses,,
,3AG .75 A,0,Fuses,,
,3AG 2.5 A,0,Fuses,,
,3AG SB .125 A,0,Fuses,,
,3AG SB .75 A,0,Fuses,,
,3AG SB 3 A,0,Fuses,,
,3AG SB 1/100 A,0,Fuses,,
,3AG SB .6 A,0,Fuses,,
,3AG SB 2 A,0,Fuses,,
,3AG SB 20 A,0,Fuses,,
,3AG SB 0.5 A,0,Fuses,,
,3AG SB 1.5 A,0,Fuses,,
,3AG 10 A,0,Fuses,,
,3AG SB 3/8 A,0,Fuses,,
,3AG SB 1 A,0,Fuses,,
,3AG 6A,0,Fuses,,
,3AG SB .25 A,0,Fuses,,
,3AG SB 8/10 A,0,Fuses,,
,3AG 32V 4A,0,Fuses,,
,3AG 32V 3A,0,Fuses,,
,3AG SB 10 A,0,Fuses,,
,3AG SB 8 A,0,Fuses,,
,3AG SB 5 A,0,Fuses,,
,3AG 32V 10 A,0,Fuses,,
,3AG 32V 15 A,0,Fuses,,
,GMA 0.5A,0,Fuses,,
,GMA 1 A,0,Fuses,,
,GMA 2 A,0,Fuses,,
,GMA 3 A,0,Fuses,,
,GMA 5 A,0,Fuses,,
,GMA 7 A,0,Fuses,,
,GMA 8 A,0,Fuses,,
,GMA 10 A,0,Fuses,,
,8AG 2 A,0,Fuses,,
,8AG 1/100 A,0,Fuses,,
,3AG 0.25 A,0,Fuses,,
,MDL 1 A,0,Fuses,,
,ABC 30,0,Fuses,,
,BK/ATC 20,0,Fuses,,
,Littelfuse 3AG 15/100 A SB,0,Fuses,,
,Littelfuse 3AG 1.25 A SB,0,Fuses,,
,Littelfuse 3AG 3/5 A SLC-BLD,0,Fuses,,
,Littelfuse 3AG 1/32,0,Fuses,,
,Littelfuse 3AG 3/8,0,Fuses,,
,Littelfuse 3AG .175 MA SB,0,Fuses,,
,Buss Fuses AGC 2/10 3AG,0,Fuses,,
,Littelfuse 3AG 1/32 A SB,0,Fuses,,
,Littelfuse 8AG 1/4,0,Fuses,,
,Allied Fuses 3AG 1/2,0,Fuses,,
,Littelfuse 3AG .175 MA,0,Fuses,,
,Buss Fuses ABC 2 3AB,0,Fuses,,
,Littelfuse 3AG 1/32 A,0,Fuses,,
,Littelfuse 8AG 3/8,0,Fuses,,
,Littelfuse Micro 2 A,0,Fuses,,
,Littelfuse 3AG 1.25 A,0,Fuses,,
,Littelfuse 8AG 5 A,0,Fuses,,
,Littelfuse 3AG 1/16 ,0,Fuses,,
,Littelfuse 3AG 1/32 A SP,0,Fuses,,
,,,,Speaker Terminal,
,,,,Binding Posts,
,,,,BNC Panel Connectors,
,,,,RCA (phono) jack black/red,
,,,,"1/4"" mono jack",
,,,,"1/4"" mono plug",
,,,,RCA (phono) plug,
,,,,3.5 mm Jack,
,,,,Tip jacks sockets,
,,,,Alligator Clips small black/red,
,,,,Alligator Clips,
,,,,Black Clip covers,
,,,,Red Clip covers,
,,,,3.5mm Plug Mono,
,,,,3.5mm Plug Stereo,
,,,,3.5mm Jack Stereo Inline,
,,,,Phono Jacks,
,,,,Ribbon Headers,
,,,,PGA sockets,
,,,,Ribbon Header 20 pin,
,,,,Ribbon Header 40 pin,
,,,,IDC Header 14 pin,
,,,,IDC Header 16 pin,
,,,,IDC Header 24 pin,
,,,,IDC Header 28 pin,
,,,,DIP Header 14 pin,
,,,,4 Pos DIP switch,
,,,,6 Pos DIP switch,
,,,,8 Pos DIP switch,
,,,,Momentary Switches (Push Buttons),
,,,,IC Socket 8 pin,
,,,,IC Socket 14 pin,
,,,,IC Socket 16 pin,
,,,,IC Socket 20 pin,
,,,,IC Socket 24 pin,
,,,,IC Socket 28 pin,
,,,,IC Socket 40 pin,
,,,,Banana to EZ clips,
,,,,BNC - T,
,,,,Battery Holders and Clips,
,,,,BNC - F EZ clips Male,
,,,,BNC - F EZ clips Female,
,,,,Alligator Clips,
,,,,Relays 5V coil SPST,
,,,,Relays 115 VAC coil,
,,,,Relays solid state,
,,,,Relay DPDT,
,,,,Relays 12V coil,
,,,,Ground Isolator,
,,,,BNC to RCA (phono),
,,,,BNC to dual banana,
,,,,Terminal Strips and Terminals ,
,,,,Relays 24V coil,
,,,,Small Speakers,
,,,,6V solenoid,
,,,,Wire Strippers,
,,,,Wire Cutters,
,,,,Pliers,
,,,,Multimeter,
,,,,Manual Pulse Probe,
,,,,LabPot 10K,
,,,,6.3V AC ,
,,,,Blowdryer,
,,,,Hexagonal Socket Screwdrivers,
,,,,Phillps Head Screwdrivers,
,,,,Slot Head Screwdrivers,
,,,,T49 M Klipwrap Terminal,
,"Nuts, Bolts, Screws",,,Several Unknown,
,,,,Mike ET,
,CM 344,,,Miniature Lamp,
,,,,Meter Fuses,
,,,,1K Potentiometer,
,,,,2K Potentiometer,
,,,,5K Potentiometer,
,,,,10K Potentiometer,
,,,,25K Potentiometer,
,,,,50K Potentiometer,
,,,,100K Potentiometer,
,,,,100 OHM Potentiometer,
,,,,1K Potentiometer,
,,,,in5294,
,,,,555 Timer,
,,,,7555 Timer,
,LM324,,,Quad opamp,
,LM319,,,High Speed Dual Comparator,
,2N5088,,,NPN Amp,
,LF411,,,"Low Offset, Low Drift JFET Input Operational Amplifier.",
,CA3096,,,high voltage silicon transistor arrays,
,MC1455,,,Monolithic timing circuitÊ,
,LM358,,,,
,LF353,,,,
,LPT100,,,,
,LM741,,,,
,,,,#47 Lamp & Sockets,
,CA339,,,Quad Comparator,
,LM386,,,,
,LM311,,,,
,LF356,,,,
,LF347,,,Jfet quad opamp,
,1N914,,,,